Local time,Open,High,Low,Close,Volume
26.10.2017 20:00:00.000 GMT-0400,1267.088,1273.972,1263.479,1273.791,110.9921
27.10.2017 20:00:00.000 GMT-0400,1273.791,1273.791,1273.791,1273.791,0
28.10.2017 20:00:00.000 GMT-0400,1272.779,1273.888,1271.939,1272.352,3.3383
29.10.2017 20:00:00.000 GMT-0400,1272.331,1278.772,1268.948,1277.128,94.0391
30.10.2017 20:00:00.000 GMT-0400,1277.128,1278.108,1267.661,1269.939,97.3833
31.10.2017 20:00:00.000 GMT-0400,1269.939,1280.849,1267.941,1275.368,106.4942
01.11.2017 20:00:00.000 GMT-0400,1275.318,1284.068,1273.332,1277.658,116.1685
02.11.2017 20:00:00.000 GMT-0400,1277.668,1280.142,1265.469,1269.712,100.8534
03.11.2017 20:00:00.000 GMT-0400,1269.712,1269.712,1269.712,1269.712,0
04.11.2017 20:00:00.000 GMT-0400,1269.901,1270.768,1268.748,1270.489,2.1561
05.11.2017 19:00:00.000 GMT-0500,1270.489,1282.862,1266.042,1279.981,113.9642
06.11.2017 19:00:00.000 GMT-0500,1279.991,1280.669,1271.862,1277.582,120.3511
07.11.2017 19:00:00.000 GMT-0500,1277.581,1287.142,1275.901,1281.821,120.7214
08.11.2017 19:00:00.000 GMT-0500,1281.812,1288.699,1279.931,1285.999,140.9072
09.11.2017 19:00:00.000 GMT-0500,1286.041,1287.031,1273.392,1275.300,119.8432
10.11.2017 19:00:00.000 GMT-0500,1275.300,1275.300,1275.300,1275.300,0
11.11.2017 19:00:00.000 GMT-0500,1274.851,1275.622,1274.261,1275.172,1.784
12.11.2017 19:00:00.000 GMT-0500,1275.168,1279.722,1274.801,1277.792,114.9996
13.11.2017 19:00:00.000 GMT-0500,1277.791,1283.552,1269.902,1280.871,121.8608
14.11.2017 19:00:00.000 GMT-0500,1280.871,1289.451,1276.678,1279.359,120.3376
15.11.2017 19:00:00.000 GMT-0500,1279.432,1281.742,1275.101,1279.198,116.0086
16.11.2017 19:00:00.000 GMT-0500,1279.181,1296.941,1278.921,1294.071,122.5312
17.11.2017 19:00:00.000 GMT-0500,1294.071,1294.071,1294.071,1294.071,0
18.11.2017 19:00:00.000 GMT-0500,1293.372,1294.749,1291.672,1293.521,3.7934
19.11.2017 19:00:00.000 GMT-0500,1293.522,1294.138,1274.569,1279.281,114.2935
20.11.2017 19:00:00.000 GMT-0500,1279.291,1284.702,1276.370,1281.901,114.2381
21.11.2017 19:00:00.000 GMT-0500,1281.942,1294.658,1279.050,1290.859,120.8097
22.11.2017 19:00:00.000 GMT-0500,1290.881,1293.502,1287.041,1291.288,65.2184
23.11.2017 19:00:00.000 GMT-0500,1291.231,1293.202,1285.669,1288.448,97.6498
24.11.2017 19:00:00.000 GMT-0500,1288.448,1288.448,1288.448,1288.448,0
25.11.2017 19:00:00.000 GMT-0500,1289.121,1289.212,1287.221,1287.362,2.3596
26.11.2017 19:00:00.000 GMT-0500,1287.361,1299.168,1286.721,1294.458,94.9807
27.11.2017 19:00:00.000 GMT-0500,1294.481,1297.377,1290.601,1293.938,98.6338
28.11.2017 19:00:00.000 GMT-0500,1293.938,1296.621,1281.991,1284.078,118.7072
29.11.2017 19:00:00.000 GMT-0500,1284.078,1285.232,1270.371,1274.898,124.1478
30.11.2017 19:00:00.000 GMT-0500,1274.901,1289.209,1271.619,1280.201,124.5082
01.12.2017 19:00:00.000 GMT-0500,1280.201,1280.201,1280.201,1280.201,0
02.12.2017 19:00:00.000 GMT-0500,1274.522,1275.434,1272.431,1273.821,2.6372
03.12.2017 19:00:00.000 GMT-0500,1273.822,1277.131,1271.051,1276.472,104.0227
04.12.2017 19:00:00.000 GMT-0500,1276.498,1276.922,1260.932,1266.198,111.7731
05.12.2017 19:00:00.000 GMT-0500,1266.178,1269.218,1262.289,1264.031,125.0895
06.12.2017 19:00:00.000 GMT-0500,1264.032,1264.081,1243.901,1247.031,122.1762
07.12.2017 19:00:00.000 GMT-0500,1247.031,1252.312,1243.639,1248.371,102.1768
08.12.2017 19:00:00.000 GMT-0500,1248.371,1248.371,1248.371,1248.371,0
09.12.2017 19:00:00.000 GMT-0500,1247.121,1249.149,1247.121,1248.492,1.5668
10.12.2017 19:00:00.000 GMT-0500,1248.502,1251.518,1240.672,1242.798,95.3783
11.12.2017 19:00:00.000 GMT-0500,1242.798,1246.179,1236.461,1243.359,98.8411
12.12.2017 19:00:00.000 GMT-0500,1243.351,1257.068,1240.248,1253.969,112.7794
13.12.2017 19:00:00.000 GMT-0500,1253.979,1259.022,1250.461,1253.492,109.045
14.12.2017 19:00:00.000 GMT-0500,1253.492,1261.809,1253.058,1254.972,113.5785
15.12.2017 19:00:00.000 GMT-0500,1254.972,1254.972,1254.972,1254.972,0
16.12.2017 19:00:00.000 GMT-0500,1254.771,1254.771,1253.608,1253.869,1.8699
17.12.2017 19:00:00.000 GMT-0500,1253.858,1263.922,1252.742,1261.418,103.9115
18.12.2017 19:00:00.000 GMT-0500,1261.428,1265.212,1259.211,1261.699,98.1794
19.12.2017 19:00:00.000 GMT-0500,1261.682,1267.839,1261.341,1266.391,102.4575
20.12.2017 19:00:00.000 GMT-0500,1266.392,1268.959,1262.749,1266.921,87.5337
21.12.2017 19:00:00.000 GMT-0500,1266.958,1276.121,1264.941,1274.752,94.4153
22.12.2017 19:00:00.000 GMT-0500,1274.752,1274.752,1274.752,1274.752,0
23.12.2017 19:00:00.000 GMT-0500,1274.752,1274.752,1274.752,1274.752,0
24.12.2017 19:00:00.000 GMT-0500,1274.271,1274.971,1273.248,1273.572,1.2583
25.12.2017 19:00:00.000 GMT-0500,1273.471,1283.798,1273.371,1282.061,50.2018
26.12.2017 19:00:00.000 GMT-0500,1282.058,1288.979,1281.311,1287.612,85.7652
27.12.2017 19:00:00.000 GMT-0500,1287.612,1295.171,1287.109,1294.072,104.6312
28.12.2017 19:00:00.000 GMT-0500,1294.061,1307.552,1293.941,1302.622,95.9571
29.12.2017 19:00:00.000 GMT-0500,1302.622,1302.622,1302.622,1302.622,0
30.12.2017 19:00:00.000 GMT-0500,1302.622,1302.622,1302.622,1302.622,0
31.12.2017 19:00:00.000 GMT-0500,1302.622,1307.602,1302.231,1306.711,1.6267000000000005
